NO (ppm),C3H8 (ppm),NO2 (ppm),NH3 (ppm)
19.90839,69.54924376296,7.89976860234,34.74406250283
19.9245,69.580099806,7.902694284,34.7585094195
19.92206,69.5795875354,7.90322065642,34.7592134056
19.92563,69.59203615607,7.90463690041,34.7654421988
19.92602,69.5934181918,7.90479161614,34.76614258122
19.92997,69.61520584027,7.90635860879,34.7730144572
19.93118,69.6194124282,7.90534378576,34.7751256168
19.93274,69.6168883966,7.90893250994,34.77786737514
19.94546,69.6613141414,7.91250360022,34.8000407896
19.96195,69.7014602062,7.91704910365,34.8201084718
19.96674,69.71820549258,7.91894885118,34.8234920655
19.9759,69.7770572058,7.9265569754,34.8618807523
19.99162,69.8225320958,7.93081559534,34.88059890282
20.00523,69.86204414847,7.93621477761,34.89934379253
20.00761,69.87835860229,7.93715894027,34.90349572871
20.0188,69.917460692,7.9415980916,34.9230168068
20.0224,69.9220050336,7.9430262368,34.934282624
20.02598,69.9425374882,7.94444644786,34.94054889078
20.0296,69.955180664,7.9458825272,34.9418775552
20.03359,69.9691160981,7.94746538813,34.95382652199
20.0426,69.9750500616,7.9490555008,34.960808245
20.03761,69.98317634751,7.94755732952,34.96084046121
20.04281,70.00129773509,7.95110298386,34.9698931756
20.05945,70.04192257565,7.95571828615,34.9852053182
20.05442,70.04990857022,7.95572879494,34.99016989362
20.05185,70.0504161084,7.9566943911,34.99442846445
20.06425,70.05868281725,7.95762199975,34.998552817
20.0701,70.096630559,7.9619491607,35.0175277461
19.86621,69.36720304878,7.87909781568,39.59862107565
19.88492,69.44187900496,7.88848695844,39.65076909904
19.89753,69.49393420023,7.89348943371,39.67591359036
19.90763,69.51179019308,7.89550541141,39.68613911182
19.91375,69.55054419875,7.89992402125,39.708256465
19.90999,69.54684939937,7.90040349194,39.71069406489
19.91771,69.56437485119,7.90147506326,39.71613283481
19.92363,69.59306027733,7.90384348641,39.72795730356
19.92961,69.59794488668,7.90621579427,39.73988149532
19.93554,69.6266676486,7.90856826678,39.75170598648
19.93635,69.6294966465,7.9073943732,39.7533211362
19.94169,69.63073798173,7.90901384583,39.75403819866
19.94864,69.67240062896,7.91374517984,39.77782754368
19.953,69.687668223,7.915494771,39.786521436
19.95541,69.68804333708,7.91645083487,39.79132700492
19.95777,69.70432788207,7.91738706339,39.79603287324
19.95431,69.74594056542,7.92243974499,39.8140365706
19.97132,69.74360404816,7.92276244324,39.82305173584
19.98048,69.7836246432,7.92639627936,39.83632176576
19.98685,69.80589242835,7.9274242892,39.85403872905
19.99821,69.82810982478,7.93143007347,39.86173205565
19.99962,69.8504728158,7.93248927984,39.87948227544
19.99962,69.84245296818,7.93398925134,39.87948227544
20,69.8518,7.93414,39.88024
20.00719,69.87689171491,7.93699232333,39.89457694628
20.01661,69.92730643704,7.94271094766,39.91836469182
20.01998,69.9215819482,7.94206620586,39.92008035976
20.0254,69.9579939602,7.9461988724,39.940860554
20.03319,69.9677190621,7.94730670533,39.94642125828
20.03359,69.9691160981,7.94746538813,39.94721886308
20.04281,70.00129773509,7.95110298386,39.96560365372
20.05502,70.02643421432,7.95396131714,39.97994308526
19.8887,69.4377365292,7.8865258771,44.6044471561
19.89536,69.50372392704,7.89459822016,44.63675220736
19.90525,69.5035197195,7.894581392,44.64156389075
19.90623,69.5242998357,7.89694078461,44.65492913472
19.91181,69.53578394028,7.89915440967,44.66246859534
19.91177,69.5436487843,7.89913854139,44.66733690551
19.91952,69.55330669632,7.90022106864,44.66858738256
19.9175,69.5810493025,7.903383505,44.69136452
19.92504,69.60740993856,7.90637542224,44.703321618
19.93276,69.6169582484,7.90746542132,44.71444292864
19.93155,69.6127322145,7.90698540585,44.71669153515
19.93633,69.6294267947,7.90888166531,44.72243144479
19.94588,69.66276108332,7.91265027128,44.73888808232
19.94802,69.68766979326,7.91549402412,44.76481308546
19.95857,69.70708203773,7.91770442899,44.77232161391
19.97291,69.74917659999,7.92339320737,44.80450997824
19.99483,69.82572538287,7.93208902481,44.85368232512
20.00082,69.85464392298,7.93446529974,44.86211927148
20.01179,69.86748261564,7.93681599653,44.88050146837
20.01257,69.87823088269,7.93712534999,44.88223076414
20.01878,69.9173908402,7.94159015746,44.90740849792
20.04461,69.99010549537,7.94983263827,44.94909582833
20.04279,70.00928508489,7.95109504974,44.96124922377
20.04982,70.00829734094,7.95041527406,44.96579146346
20.04924,70.0237751316,7.95367385268,44.9707460586
20.04722,70.01670005258,7.95287250454,44.97118687886
20.07189,70.08533946324,7.96065207723,45.01526784678
20.07254,70.10513240606,7.96291712578,45.02298823556
20.07936,70.12895186304,7.96560258816,45.04328535168
20.08338,70.1430121542,7.96721742966,45.05230326894
20.0884,70.1430077828,7.9657135172,45.0523149452
20.09008,70.18393105696,7.97186428448,45.073601236
20.04501,79.63746166932,4.04999404545,9.98500078629
20.04501,79.63746166932,4.04999404545,9.98999199378
20.04501,79.64549971833,4.04999404545,9.98999199378
20.04501,79.64549971833,4.04999404545,9.98999199378
20.04501,79.64549971833,4.04999404545,9.98999199378
20.04501,79.64549971833,4.0514974212,9.98999199378
20.04501,79.64549971833,4.0514974212,9.98999199378
20.04,79.637457,4.05000384,9.99000012
20.04,79.637457,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.64549304,4.05000384,9.99000012
20.04,79.637457,4.05150684,9.99000012
20.04,79.637457,4.05150684,9.99000012
20.04,79.64549304,4.05150684,9.99000012
20.04,79.64549304,4.05150684,9.99000012
20.04,79.64549304,4.05150684,9.99000012
20.04,79.64549304,4.05150684,9.99000012
20.03499,79.6454964468,4.04849046429,9.99000699372
20.03499,79.6454964468,4.04999308854,9.99000699372
20.03499,79.6454964468,4.04999308854,9.99000699372
20.03499,79.6454964468,4.05149571279,9.99000699372
20.04,79.64549304,4.05150684,9.99499008
20.04501,79.64549971833,4.04999404545,9.99500324628
20.04501,79.64549971833,4.04999404545,9.99500324628
20.04501,79.64549971833,4.04999404545,14.97999678318
20.04,79.637457,4.05000384,14.9800002
20.04,79.64549304,4.05000384,14.9800002
20.04,79.64549304,4.04850084,14.98499016
20.04,79.64549304,4.04850084,14.98499016
20.04,79.637457,4.05000384,14.98499016
20.04,79.637457,4.05000384,14.98499016
20.04,79.637457,4.05000384,14.98499016
20.04,79.637457,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.64549304,4.05000384,14.98499016
20.04,79.637457,4.05150684,14.98499016
20.04,79.64549304,4.05150684,14.98499016
20.03499,79.63746241581,4.04999308854,14.98499045559
20.03499,79.63746241581,4.04999308854,14.98499045559
20.03499,79.63746241581,4.04999308854,14.98499045559
20.03499,79.6454964468,4.04999308854,14.98499045559
20.03499,79.6454964468,4.04999308854,14.98499045559
20.05002,79.6454964468,4.0515075414,14.98500399762
20.04501,79.64549971833,4.04999404545,14.98500803568
20.04501,79.64549971833,4.04999404545,14.98500803568
20.04501,79.64549971833,4.04999404545,14.98500803568
20.04501,79.63746166932,4.0514974212,14.98999924317
20.04,79.637457,4.05000384,14.99000016
20.04,79.64549304,4.05000384,14.99000016
20.04,79.64549304,4.05000384,14.99000016
20.03499,79.63746241581,4.04999308854,19.97500523994
20.03499,79.6454964468,4.04999308854,19.97500523994
20.04501,79.63746166932,4.04999404545,19.97501282508
20.03499,79.62940834983,4.04849046429,19.97999395245
20.03499,79.63746241581,4.04999308854,19.97999395245
20.03499,79.6454964468,4.05149571279,19.97999395245
20.04,79.64549304,4.04850084,19.98000024
20.04,79.64549304,4.04850084,19.98000024
20.04,79.637457,4.05000384,19.98000024
20.04,79.637457,4.05000384,19.98000024
20.04,79.637457,4.05000384,19.98000024
20.04,79.637457,4.05000384,19.98000024
20.04,79.637457,4.05000384,19.98000024
20.04,79.64549304,4.05000384,19.98000024
20.04,79.64549304,4.05150684,19.98000024
20.04,79.64549304,4.05150684,19.98000024
20.04501,79.63746166932,4.0484906697,19.98000403257
20.04501,79.64549971833,4.0484906697,19.98000403257
20.04501,79.64549971833,4.04999404545,19.98000403257
20.04501,79.64549971833,4.04999404545,19.98000403257
20.04501,79.65353776734,4.04999404545,19.98000403257
20.04,79.637457,4.05000384,19.9849902
20.04,79.64549304,4.05000384,19.9849902
20.04,79.64549304,4.05000384,19.9849902
20.04,79.64549304,4.05000384,19.9849902
20.04,79.64549304,4.05000384,19.9849902
20.04,79.64549304,4.05000384,19.9849902
20.04,79.64549304,4.05000384,19.9849902
20.04,79.64549304,4.05150684,19.9849902
20.04,79.65354912,4.05150684,19.9849902
20.04501,79.63746166932,4.04999404545,19.98499524006
20.03499,79.6454964468,4.05149571279,19.98500269995
20.04,79.64549304,4.04850084,24.97000032
20.03499,79.63746241581,4.04849046429,24.9700087368
20.04501,79.64549971833,4.04999404545,24.97000882197
20.04501,79.64549971833,4.04999404545,24.97000882197
20.04,79.64549304,4.04850084,24.97499028
20.04,79.637457,4.05000384,24.97499028
20.04,79.637457,4.05000384,24.97499028
20.04,79.637457,4.05000384,24.97499028
20.04,79.64549304,4.05000384,24.97499028
20.04,79.64549304,4.05000384,24.97499028
20.04,79.64549304,4.05000384,24.97499028
20.04,79.64549304,4.05000384,24.97499028
20.04,79.637457,4.05150684,24.97499028
20.03499,79.63746241581,4.04999308854,24.97499744931
20.04501,79.63746166932,4.04999404545,24.97500002946
20.04501,79.63746166932,4.04999404545,24.97500002946
20.04501,79.64549971833,4.04999404545,24.97500002946
20.04501,79.64549971833,4.04999404545,24.97500002946
20.04501,79.64549971833,4.04999404545,24.97500002946
20.04501,79.64549971833,4.04999404545,24.97500002946
20.04501,79.64549971833,4.04999404545,24.97500002946
20.04501,79.64549971833,4.04999404545,24.97500002946
20.04501,79.64549971833,4.04999404545,24.97500002946
20.04501,79.63746166932,4.0514974212,24.97500002946
20.04501,79.64549971833,4.0514974212,24.97500002946
20.04501,79.65353776734,4.0514974212,24.97500002946
20.05002,79.6454964468,4.0500037899,24.9750066627
20.03499,79.63746241581,4.04999308854,24.97998616182
20.04501,79.64549971833,4.04999404545,24.97999123695
20.04501,79.64549971833,4.04999404545,24.97999123695
20.04,79.637457,4.05000384,24.98000028
20.04,79.64549304,4.05150684,24.98000028
20.03499,79.63746241581,4.04999308854,34.95999569553
20.04,79.64549304,4.05000384,34.96000044
20.04,79.64549304,4.05000384,34.96000044
20.04501,79.65353776734,4.04999404545,34.96000081575
20.04,79.637457,4.05000384,34.9649904
20.04,79.637457,4.05000384,34.9649904
20.04,79.637457,4.05000384,34.9649904
20.04,79.637457,4.05000384,34.9649904
20.04,79.637457,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05000384,34.9649904
20.04,79.64549304,4.05150684,34.9649904
20.04,79.64549304,4.05150684,34.9649904
20.04,79.64549304,4.05150684,34.9649904
20.04,79.64549304,4.05150684,34.9649904
20.04501,79.64549971833,4.0484906697,34.96499202324
20.04501,79.63746166932,4.04999404545,34.96499202324
20.04501,79.63746166932,4.04999404545,34.96499202324
20.04501,79.64549971833,4.04999404545,34.96499202324
20.03499,79.63746241581,4.04999308854,34.96500444303
20.03499,79.63746241581,4.04999308854,34.96500444303
20.03499,79.6454964468,4.04999308854,34.96500444303
20.03499,79.6454964468,4.04999308854,34.96500444303
20.03499,79.6454964468,4.04999308854,34.96500444303
20.03499,79.6454964468,4.05149571279,34.96500444303
20.03499,79.6454964468,4.05149571279,34.96500444303
20.02497,79.61331327894,4.04999010759,39.9500153997
20.03499,79.63746241581,4.04999308854,39.95499919239
20.04,79.637457,4.05000384,39.95501052
20.04,79.637457,4.05000384,39.95501052
20.04,79.64549304,4.05000384,39.95501052
20.04,79.64549304,4.05000384,39.95501052
20.04,79.637457,4.05150684,39.95501052
20.04,79.64549304,4.04850084,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.637457,4.05000384,39.96000048
20.04,79.64549304,4.05000384,39.96000048
20.04,79.64549304,4.05000384,39.96000048
20.04,79.64549304,4.05000384,39.96000048
20.04,79.64549304,4.05000384,39.96000048
20.04,79.637457,4.05150684,39.96000048
20.03499,79.63746241581,4.04999308854,39.96000793989
20.03499,79.63746241581,4.04999308854,39.96000793989
20.03499,79.63746241581,4.04999308854,39.96000793989
20.03499,79.6454964468,4.04999308854,39.96000793989
20.03499,79.6454964468,4.04999308854,39.96000793989
20.03499,79.63746241581,4.05149571279,39.96000793989
20.04501,79.64549971833,4.04999404545,39.96000806514
20.04501,79.64549971833,4.0514974212,39.96000806514
20.04,79.637457,4.05000384,39.96499044
20.04501,79.64549971833,4.04999404545,39.96499927263
20.04,79.637457,4.05000384,44.95000056
20.04,79.64549304,4.05000384,44.95000056
20.04,79.637457,4.05150684,44.95000056
20.04,79.64549304,4.05150684,44.95000056
20.03499,79.63746241581,4.04999308854,44.95000268925
20.03499,79.6454964468,4.04999308854,44.95000268925
20.03499,79.6454964468,4.04999308854,44.95000268925
20.04501,79.64549971833,4.04999404545,44.95001285454
20.04,79.637457,4.05000384,44.95499052
20.04,79.637457,4.05000384,44.95499052
20.04,79.64549304,4.05000384,44.95499052
20.04,79.64549304,4.05000384,44.95499052
20.04,79.637457,4.05150684,44.95499052
20.03499,79.63746241581,4.04999308854,44.95499140176
20.03499,79.63746241581,4.04999308854,44.95499140176
20.03499,79.63746241581,4.04999308854,44.95499140176
20.03499,79.63746241581,4.04999308854,44.95499140176
20.03499,79.6454964468,4.04999308854,44.95499140176
20.03499,79.6454964468,4.04999308854,44.95499140176
20.03499,79.6454964468,4.04999308854,44.95499140176
20.03499,79.6454964468,4.04999308854,44.95499140176
20.03499,79.6454964468,4.04999308854,44.95499140176
20.04501,79.63746166932,4.04999404545,44.95500406203
20.04501,79.64549971833,4.04999404545,44.95500406203
20.04501,79.64549971833,4.04999404545,44.95500406203
20.04501,79.64549971833,4.04999404545,44.95500406203
20.04501,79.64549971833,4.04999404545,44.95500406203
20.04501,79.64549971833,4.04999404545,44.95500406203
20.04501,79.64549971833,4.04999404545,44.95500406203
20.04501,79.64549971833,4.0514974212,44.95500406203
20.04501,79.64549971833,4.0514974212,44.95999526952
20.04,79.64549304,4.05000384,44.96000052
21.74645,79.1098447106,7.89802793615,19.84561455195
21.84644,79.10351243872,7.89818714608,19.84604887496
21.80834,79.13579250796,7.89911159804,19.852131902
21.82563,79.16236755831,7.90177291083,19.85879152692
21.73315,79.1701708145,7.90254280355,19.8607521949
21.77827,79.2378397853,7.91021611632,19.86387295392
21.76207,79.20290143051,7.90581183788,19.86896576863
21.80547,79.24188478239,7.90890938541,19.8717609204
21.87231,79.22323473249,7.90933350834,19.87407763071
21.85745,79.2235515422,7.90787240785,19.8741487019
21.79666,79.25620861558,7.91114134032,19.88234653884
21.80718,79.2400957506,7.90952960754,19.88326335168
21.80424,79.2576492516,7.91208276456,19.8847037316
21.87224,79.28518583752,7.911736014,19.88759668688
21.79796,79.2529139782,7.91161317792,19.88850229992
21.9172,79.2874873824,7.915068022,19.8971793448
21.82936,79.3206905512,7.91757436008,19.89850944928
21.80112,79.33700082,7.92150235536,19.89964811472
21.87581,79.3262809801,7.91814631179,19.89992121337
21.83148,79.37480765808,7.92229478832,19.90913086008
21.86726,79.36770124972,7.92226775814,19.91031516808
21.77647,79.36430136206,7.92193136248,19.91442937971
21.89204,79.4213656946,7.92763309296,19.92377046768
21.82935,79.4477446902,7.9302535854,19.93537010595
21.9145,79.4847023365,7.9339474945,19.939652918
21.89635,79.4834001584,7.9346241422,19.9413562866
21.92089,79.52605152074,7.93808037036,19.95004854277
21.90598,79.51833499834,7.93811378456,19.95012648168
21.78598,79.52660459486,7.93813574662,19.95016260932
21.95119,79.52707600695,7.93967956943,19.95029512912
21.95459,79.54947104076,7.94121670349,19.95792981245
21.90765,79.6860536193,7.95324371775,19.98816742995
22.03366,79.01550303482,7.88712486628,24.77744557882
22.07736,79.06522989816,7.89208218864,24.79302982152
22.0704,79.0937366208,7.8949352064,24.8019871968
22.01579,79.11204614917,7.89525857822,24.80772240885
22.08805,79.13916390475,7.89945976175,24.8211811309
22.06417,79.14278774729,7.89833299907,24.82232363502
22.06667,79.17759516036,7.90101532684,24.82577608345
22.11669,79.17038534223,7.90258085397,24.82602875838
22.15668,79.1887498038,7.90441774668,24.8317667598
22.08811,79.19292045709,7.90630644584,24.83308778214
22.10975,79.1910664285,7.9054295515,24.834997785
22.09032,79.2008661024,7.90561745064,24.83557242768
22.12407,79.21465740918,7.90550543682,24.83991021285
22.04804,79.23785565892,7.91010916668,24.8546452518
22.13458,79.32376074974,7.91789341928,24.87411056286
22.11417,79.33201963128,7.91950444623,24.87921524595
22.1719,79.3501703778,7.9205121808,24.8823926031
22.13402,79.33966029824,7.91798084058,24.8840613149
22.11361,79.35592784716,7.91959137652,24.88420208329
22.15146,79.36637742816,7.9221373971,24.88747543044
22.25879,79.41083760343,7.9265777069,24.89643435621
22.19036,79.42611088052,7.92890410268,24.91369412136
22.14059,79.43483535073,7.92896595021,24.9139203034
22.17171,79.52047862154,7.93831470498,24.93831814551
22.21925,79.5196294935,7.937427116,24.94050820525
22.21998,79.55003925774,7.94126531214,24.94757142492
22.29291,79.54239586878,7.9405116129,24.95018028618
22.15232,79.58469065984,7.9439327136,24.9509333472
22.19207,79.60155698959,7.94411748997,24.96621190242
22.21288,79.60434248176,7.94590258208,24.96709941696
22.25989,79.71892111909,7.95733191786,24.99801228923
22.28789,79.74734082973,7.96016448928,25.00692342844
21.75868,79.0277433468,7.88832657116,29.73754443864
21.79549,79.0350237929,7.88907376491,29.74029483284
21.76064,79.0529234176,7.8908432768,29.7470124864
21.84171,79.08638563848,7.89499186344,29.75764806333
21.80341,79.12795441855,7.89913560549,29.77826884842
21.87586,79.13793612912,7.89865114262,29.7820145626
21.75842,79.16350717706,7.90120032986,29.79165042242
21.84429,79.18594444722,7.90343887632,29.79510914133
21.76405,79.1839690026,7.90324476865,29.79933726
21.89949,79.21338986166,7.90687656297,29.807395839
21.8618,79.2393183608,7.9094462074,29.8171559874
21.79771,79.24191268972,7.90971322999,29.81813379908
21.77873,79.2453937018,7.91005651473,29.819437116
21.84995,79.2505989481,7.91057774795,29.82140170865
21.85709,79.25039863396,7.91285672143,29.82434901844
21.7988,79.2720119628,7.9119180576,29.8264478868
21.86024,79.3059995876,7.9146091932,29.84224431312
21.84951,79.33146310212,7.91946414705,29.85484272135
21.83849,79.3538659583,7.92088583847,29.86026966227
21.9038,79.3734790778,7.9228454018,29.8676493154
21.96681,79.40268123546,7.92575684886,29.87863989132
21.89852,79.40059545236,7.92636640068,29.88088091632
21.8834,79.4262817348,7.9281151026,29.8875161508
21.91573,79.44487190168,7.93077670948,29.89752652892
21.86741,79.44077987699,7.9295602142,29.89795391358
21.8279,79.4526392282,7.9315603672,29.9004467733
21.91379,79.4640044359,7.93189351461,29.90169516185
21.86384,79.48231719488,7.93370975696,29.90859620032
21.94354,79.57190612694,7.94266179486,29.94729261022
21.98652,79.62884332224,7.94913835992,29.96676928572
21.93837,79.64398346787,7.94985101364,29.96943685938
21.90253,79.68782158129,7.95502079853,29.988944076
19.85497,78.91012350022,7.87660558379,34.63721356967
19.87232,78.97907805632,7.88199802624,34.66748083552
19.88133,79.01488673358,7.88853399873,34.6881493308
19.8863,79.0148721516,7.8870457841,34.6881503612
19.88294,79.01333222244,7.88770147858,34.69097827734
19.88153,79.03542395807,7.88911039318,34.69716662988
19.89674,79.07615099398,7.89317603518,34.71505597914
19.90529,79.08236361028,7.89459725632,34.71633856204
19.90212,79.10931492828,7.89578796972,34.72816448976
19.90544,79.11070773344,7.89662738608,34.7302154944
19.90625,79.1139269375,7.89545575,34.73164865625
19.90979,79.12801596133,7.89835306153,34.73782511019
19.91256,79.13900493456,7.89945193992,34.74265809816
19.91852,79.15468467248,7.90181631364,34.7530369552
19.92029,79.1895272428,7.90449059374,34.75985027463
19.96097,79.32341766822,7.91865652579,34.82712197817
19.96215,79.3360917609,7.91912464005,34.829160834
19.96654,79.3455324695,7.92086618378,34.8368203304
19.97211,79.36768720386,7.92457375002,34.84158556032
19.98621,79.41186773793,7.92816975522,34.86242577204
19.98703,79.41512587099,7.92699600721,34.86385611772
19.99103,79.43103919402,7.92710309899,34.87085340475
19.99084,79.45013516468,7.93050616388,34.87424027924
19.99063,79.4691512516,7.93240192778,34.88758750411
20.00439,79.50398729553,7.93588154373,34.90287950079
20.02516,79.59456415648,7.94412114812,34.93911818676
20.0384,79.6391341184,7.9493735488,34.962198784
20.04261,79.68382547181,7.95302790366,34.97828280156
20.06124,79.73799240396,7.95843433668,35.00206916364
20.09307,79.84833310668,7.97106152049,35.0575848132
20.10135,79.90927858065,7.9763362881,35.0807956146
20.12226,79.95243969258,7.98062917182,35.09974105224
19.89007,79.04164642475,7.89052999949,39.65608563341
19.89994,79.08088896444,7.89444549758,39.67576407422
19.90034,79.09045857118,7.89311165488,39.67656157942
19.91198,79.11692722934,7.89723065186,39.69479098574
19.91058,79.13115567966,7.89866646006,39.70193544696
19.91418,79.13747767068,7.90009460526,39.70415525934
19.91256,79.13900493456,7.89945193992,39.70588359072
19.92921,79.20519739167,7.90456242072,39.73908389052
19.93001,79.20034505924,7.90637447707,39.74067910012
19.93316,79.22087605016,7.90762410412,39.74696023792
19.93395,79.22403570165,7.90793750265,39.7485355074
19.93833,79.24144325391,7.90967507931,39.75230463579
19.96758,79.32981757698,7.91780440014,39.80065838112
19.96217,79.32816641725,7.91913257419,39.80480652604
19.97532,79.380423531,7.92285112224,39.83102778384
19.98484,79.42628920268,7.92812592188,39.85001077808
19.99645,79.4643725698,7.93273169015,39.8681621449
20.00559,79.50873648234,7.93635759213,39.89138652708
20.00265,79.5088935327,7.93567133715,39.8954854515
20.014,79.53413495,7.939693898,39.908156168
20.01718,79.55481893786,7.94095542626,39.91449712616
20.01958,79.56435732266,7.94190752306,39.91928275496
20.0244,79.57546377,7.9438196508,39.9288938928
20.02602,79.5819015285,7.94296036464,39.93212419224
20.03499,79.60570695666,7.94601727893,39.93504434235
20.03643,79.63132473261,7.94708930376,39.94789278609
20.05169,79.68391218325,7.95314190808,39.97831760947
20.05446,79.6949199555,7.95574466322,39.98883389352
20.05845,79.71883941315,7.95732752415,39.9967900014
20.05928,79.72211804528,7.95615234496,39.99844503136
20.06209,79.72522094116,7.95877153763,40.00404820508
20.07252,79.77473812152,7.96290919164,40.02484575024
19.85512,78.93047549352,7.87863074672,44.551414634
19.86663,78.92875019253,7.87777439379,44.55493083426
19.86403,78.93814555372,7.88166968743,44.55529738642
19.88216,79.018165542,7.88737216496,44.59596323024
19.88571,79.03229428146,7.88730892872,44.60887747173
19.88965,79.04797301555,7.89036338255,44.61278329475
19.889,79.073154747,7.892074534,44.627435425
19.89832,79.08243043064,7.89380283224,44.63718491648
19.90586,79.1123570445,7.89677409716,44.64912266204
19.90979,79.12801596133,7.89835306153,44.66289524477
19.92781,79.17984501854,7.90352886848,44.69217919824
19.92365,79.18306028625,7.9038314969,44.69398686995
19.92759,79.19873905434,7.90688908779,44.70282532617
19.92761,79.19881854086,7.90542238027,44.70287019143
19.93338,79.19396327016,7.90571804166,44.70465112614
19.93316,79.22087605016,7.90762410412,44.71532030108
19.94429,79.26511029854,7.91054363128,44.74028781827
19.95897,79.32345340422,7.91784315282,44.77321891911
19.9709,79.3708870843,7.9225958263,44.7999810467
19.99641,79.47225216966,7.93271582187,44.85720668583
19.99641,79.47225216966,7.93271582187,44.85720668583
20.01579,79.52135258049,7.93840242453,44.88945226458
20.03461,79.59614317652,7.94438400713,44.93167995083
20.0296,79.5961482096,7.9458825272,44.9316806144
20.03119,79.61047922794,7.94651329133,44.93522737297
20.03361,79.62009709686,7.94597080152,44.94065606943
20.03361,79.62009709686,7.94597080152,44.94065606943
20.04926,79.6742555455,7.95368178682,44.97077086964
20.05263,79.66773541116,7.95301342641,44.97209345889
20.06209,79.73328590134,7.95877153763,44.99954873926
20.06126,79.73000727202,7.95844227082,45.00270235264
20.07332,79.77793765564,7.96471198292,45.0247578598
20.04501,90.09594563682,4.04999404545,29.96500481886
20.04501,90.10400373084,4.04999404545,29.96500481886
20.04501,90.10400373084,4.0514974212,29.96500481886
20.04,90.09595224,4.05000384,29.9650104
20.04501,90.09594563682,4.04999404545,29.96999602635
20.04501,90.09594563682,4.04999404545,29.96999602635
20.04501,90.09594563682,4.04999404545,29.96999602635
20.04501,90.10400373084,4.04999404545,29.96999602635
20.04501,90.10400373084,4.04999404545,29.96999602635
20.04501,90.10400373084,4.04999404545,29.96999602635
20.04501,90.11204177985,4.04999404545,29.96999602635
20.04,90.09595224,4.04850084,29.97000036
20.04,90.09595224,4.05000384,29.97000036
20.04,90.09595224,4.05000384,29.97000036
20.04,90.09595224,4.05000384,29.97000036
20.04,90.09595224,4.05000384,29.97000036
20.04,90.09595224,4.05000384,29.97000036
20.04,90.09595224,4.05000384,29.97000036
20.04,90.10400832,4.05000384,29.97000036
20.04,90.10400832,4.05000384,29.97000036
20.04,90.10400832,4.05000384,29.97000036
20.04,90.10400832,4.05000384,29.97000036
20.04,90.10400832,4.05000384,29.97000036
20.04,90.10400832,4.05000384,29.97000036
20.04,90.11204436,4.05000384,29.97000036
20.04,90.09595224,4.05150684,29.97000036
20.04,90.10400832,4.05150684,29.97000036
20.03499,90.10400164668,4.04999308854,29.97000094617
20.03499,90.10400164668,4.04999308854,29.97000094617
20.03499,90.10400164668,4.04999308854,29.97000094617
20.03499,90.0959475807,4.05149571279,29.97000094617
20.03499,90.0959475807,4.05149571279,29.97000094617
20.04,90.09595224,4.05000384,34.96000044
20.04,90.10400832,4.05000384,34.96000044
20.04,90.09595224,4.05150684,34.96000044
20.04,90.09595224,4.05150684,34.96000044
20.04501,90.10400373084,4.04999404545,34.96000081575
20.04,90.09595224,4.05000384,34.9649904
20.04,90.09595224,4.05000384,34.9649904
20.04,90.09595224,4.05000384,34.9649904
20.04,90.09595224,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.10400832,4.05000384,34.9649904
20.04,90.09595224,4.05150684,34.9649904
20.04,90.11204436,4.05150684,34.9649904
20.04501,90.09594563682,4.0484906697,34.96499202324
20.04501,90.09594563682,4.04999404545,34.96499202324
20.04501,90.09594563682,4.04999404545,34.96499202324
