NO (ppm),C3H8 (ppm),NO2 (ppm),NH3 (ppm)
139.5471,628.0043,0,139.5519
139.5766,628.2905,0,139.5765
139.5825,628.2311,0,139.5775
139.6461,628.4517,0,139.646
139.6912,628.6229,0,139.6911
139.7194,628.7417,0,139.7143
139.8048,629.0222,0,139.8047
140.031,630.2861,0,140.0358
140.0516,630.4127,0,140.0515
140.0975,630.555,0,140.1024
140.1206,630.6271,0,140.1205
140.1649,630.8667,0,140.1598
140.2042,631.0356,0,140.2041
140.2791,631.4286,0,140.279
140.2885,631.415,0,140.2884
140.5396,632.5914,0,140.5445
139.2394,626.6852,0,174.0492
139.3522,627.0815,0,174.1902
139.3621,627.1895,0,174.2075
139.392,627.4259,0,174.251
139.4164,627.5757,0,174.2766
139.4248,627.5435,0,174.2809
139.4327,627.5134,0,174.2969
139.4359,627.5039,0,174.3009
139.4495,627.6004,0,174.3105
139.4501,627.6414,0,174.3125
139.4595,627.6122,0,174.3293
139.5448,628.0594,0,174.4308
139.5599,628.0559,0,174.4498
139.575,628.1495,0,174.4625
139.6593,628.5511,0,174.574
139.8728,629.5839,0,174.8459
139.8743,629.5808,0,174.8489
139.9062,629.8202,0,174.8888
139.912,629.6708,0,174.8961
140.0425,630.2518,0,175.053
140.057,630.4447,0,175.0761
140.2021,630.9941,0,175.2475
140.2222,631.0444,0,175.2827
140.2295,631.1494,0,175.2868
140.2454,631.2769,0,175.3066
140.2855,631.4799,0,175.363
140.2998,631.4576,0,175.3796
140.3094,631.4993,0,175.3979
140.3467,631.7874,0,175.4445
140.4014,631.8987,0,175.5066
140.4146,632.0145,0,175.5181
140.5805,632.6954,0,175.7318
139.188,626.452,0,243.5874
139.2158,626.5071,0,243.6274
139.2219,626.5649,0,243.6468
139.2272,626.6045,0,243.656
139.2363,626.6947,0,243.6633
139.2436,626.6244,0,243.6761
139.271,626.7717,0,243.7191
139.2923,626.8453,0,243.7527
139.2984,626.9031,0,243.7721
139.31,626.931,0,243.7923
139.3414,627.1761,0,243.8473
139.3801,627.3503,0,243.92
139.4013,627.4473,0,243.9435
139.455,627.6141,0,244.0498
139.4709,627.6555,0,244.074
139.5039,627.8276,0,244.1316
139.5487,628.0132,0,244.21
139.5808,628.2296,0,244.2662
139.5922,628.265,0,244.2862
139.6009,628.3503,0,244.3101
139.6085,628.3622,0,244.3147
139.6639,628.6197,0,244.4167
139.7541,629.0397,0,244.5831
139.8302,629.2723,0,244.7077
139.9086,629.6251,0,244.8399
140.0803,630.5994,0,245.1316
140.162,630.8534,0,245.2833
140.2339,631.0808,0,245.4091
140.251,631.142,0,245.4391
140.2954,631.4441,0,245.5254
140.3268,631.6512,0,245.5717
140.4729,632.1647,0,245.8275
139.1141,626.0257,0,278.218
139.1329,626.1898,0,278.3252
139.1507,626.2542,0,278.3261
139.1576,626.2832,0,278.3446
139.1953,626.4691,0,278.3456
139.2113,626.4886,0,278.4324
139.1994,626.5131,0,278.4384
139.2193,626.6519,0,278.4783
139.2437,626.625,0,278.4823
139.2034,626.5232,0,278.5061
139.2862,626.8496,0,278.5623
139.2961,627.0357,0,278.587
139.3402,627.0989,0,278.6702
139.3148,627.0722,0,278.6792
139.3673,627.259,0,278.7741
139.4316,627.4786,0,278.878
139.4664,627.7384,0,278.9325
139.4609,627.7857,0,278.9715
139.4899,627.8586,0,278.9745
139.4683,627.7313,0,278.9763
139.485,627.8143,0,279.0046
139.6252,628.278,0,279.2502
139.6901,628.6818,0,279.3801
139.8248,629.2957,0,279.7192
140.0141,630.1318,0,280.038
140.0464,630.3414,0,280.1077
140.0477,630.2591,0,280.1202
140.1843,630.9218,0,280.2933
140.2267,631.0806,0,280.4883
140.2589,631.3536,0,280.5276
140.4101,632.0504,0,280.8451
140.4904,632.2755,0,281.0408
139.1239,626.1493,0,313.0136
139.1443,626.3904,0,313.0805
139.1915,626.3663,0,313.1758
139.2527,626.6749,0,313.2326
139.2281,626.5784,0,313.3077
139.2734,626.7902,0,313.3698
139.332,627.0461,0,313.3923
139.3005,626.9283,0,313.4409
139.3885,627.2227,0,313.6776
139.4321,627.5362,0,313.7866
139.485,627.6808,0,313.8051
139.4798,627.6398,0,313.8444
139.4765,627.7761,0,313.8618
139.5051,627.8731,0,313.9162
139.5158,627.8655,0,313.9901
139.5497,628.0275,0,313.9904
139.538,628.0593,0,314.0362
139.6563,628.5294,0,314.2413
139.7827,629.0427,0,314.4261
139.7596,629.0521,0,314.4778
139.9927,629.9874,0,314.9883
140.1082,630.6337,0,315.2994
140.2422,631.1601,0,315.4684
140.2608,631.2263,0,315.5115
140.2853,631.4805,0,315.6066
140.304,631.3865,0,315.6497
140.3397,631.5973,0,315.7742
140.3707,631.7847,0,315.8138
140.4315,632.0745,0,315.9807
140.4328,631.992,0,315.9936
140.4411,632.1257,0,316.0574
140.5851,632.6774,0,316.3363
139.1961,695.6002,0,34.799
139.2289,695.788,0,34.8072
139.2437,695.9655,0,34.81091
139.245,695.9001,0,34.81122
139.3125,696.1097,0,34.82687
139.318,696.2094,0,34.82948
139.3274,696.352,0,34.83183
139.3616,696.5475,0,34.83663
139.4071,696.6954,0,34.85797
139.4937,697.1991,0,34.87341
139.4925,697.2566,0,34.87808
139.58,697.4706,0,34.89497
139.612,697.7104,0,34.90297
139.6252,697.6569,0,34.90628
139.6461,697.849,0,34.90651
139.6386,697.915,0,34.90962
139.6393,697.8707,0,34.91478
139.7115,698.3204,0,34.92909
139.7287,698.3099,0,34.93216
139.7374,698.3371,0,34.93432
139.8447,698.8096,0,34.95617
139.9124,699.2755,0,34.97307
139.9339,699.4231,0,34.98345
139.9423,699.2972,0,34.99055
140.0171,699.7919,0,35.0055
140.0592,699.9294,0,35.01478
140.0815,700.1362,0,35.01912
140.1221,700.332,0,35.03051
140.2324,700.9079,0,35.05932
140.2767,701.0966,0,35.06916
140.4225,701.8571,0,35.1056
140.425,701.7255,0,35.10623
139.062,694.9152,0,104.3001
139.1422,695.4101,0,104.3565
139.1588,695.493,0,104.369
139.1751,695.5107,0,104.3826
139.2047,695.6919,0,104.4072
139.2466,695.9073,0,104.4312
139.2543,695.8908,0,104.4406
139.2972,696.185,0,104.4728
139.3801,696.6075,0,104.54
139.3914,696.6636,0,104.5435
139.5083,697.2322,0,104.6312
139.5196,697.2806,0,104.6396
139.5238,697.301,0,104.6441
139.616,697.6508,0,104.7169
139.6472,697.9503,0,104.7303
139.7545,698.3989,0,104.8158
139.7828,698.5889,0,104.8407
139.815,698.7648,0,104.8562
139.8662,699.0295,0,104.9033
139.9884,699.6884,0,104.995
139.9886,699.6731,0,105.0001
140.0051,699.7072,0,105.0038
140.0058,699.6707,0,105.0043
140.0627,700.0669,0,105.047
140.0908,700.1122,0,105.0718
140.1648,700.5131,0,105.1235
140.1587,700.4114,0,105.1277
140.1759,700.5765,0,105.1318
140.187,700.64,0,105.1402
140.2239,700.8005,0,105.1678
140.2959,701.1515,0,105.2181
140.3565,701.4309,0,105.2723
139.1442,695.4522,0,139.1491
139.1715,695.5179,0,139.1813
139.2324,695.7656,0,139.2323
139.2698,696.0967,0,139.2747
139.2992,696.1705,0,139.2942
139.2955,696.193,0,139.2953
139.3113,696.2397,0,139.3112
139.3075,696.2761,0,139.3123
139.3131,696.1453,0,139.313
139.3373,696.3057,0,139.3421
139.388,696.6868,0,139.383
139.4058,696.7039,0,139.4057
139.4722,696.8923,0,139.4721
139.5243,697.352,0,139.5242
139.5522,697.3965,0,139.5571
139.591,697.6851,0,139.5958
139.6283,697.8157,0,139.6282
139.7066,698.1911,0,139.7065
139.7587,698.4996,0,139.7586
139.8735,698.9779,0,139.8733
139.8947,699.14,0,139.8996
139.9573,699.4839,0,139.9572
140.0836,700.0992,0,140.0835
140.0846,700.0482,0,140.0845
140.1225,700.2225,0,140.1274
140.1498,700.4861,0,140.1547
140.2069,700.5634,0,140.2068
140.2229,700.779,0,140.2179
140.266,701.0111,0,140.2659
140.2719,701.0246,0,140.2719
140.3477,701.4114,0,140.3476
140.3963,701.614,0,140.3962
139.2302,695.8019,0,174.0365
139.2583,696.0631,0,174.0789
139.2753,696.0518,0,174.099
139.3038,696.2186,0,174.1407
139.3271,696.3665,0,174.1588
139.3317,696.2859,0,174.1645
139.3314,696.3724,0,174.1703
139.35,696.3763,0,174.1812
139.3379,696.3414,0,174.1834
139.3465,696.3764,0,174.1891
139.3557,696.5336,0,174.2006
139.3572,696.4536,0,174.2025
139.381,696.7231,0,174.2311
139.4192,696.7,0,174.285
139.5558,697.3812,0,174.4435
139.5633,697.3872,0,174.454
139.6227,697.7799,0,174.5332
139.6393,697.8787,0,174.549
139.6878,698.1445,0,174.6035
139.7688,698.4541,0,174.7108
139.8066,698.715,0,174.7581
139.8074,698.6633,0,174.7642
139.8295,698.7895,0,174.7917
139.8405,698.8606,0,174.8006
139.873,699.0865,0,174.8411
139.8767,698.8817,0,174.8508
139.8902,699.1484,0,174.8626
140.0319,699.7449,0,175.0447
140.1086,700.24,0,175.1356
140.1586,700.5142,0,175.1982
140.3275,701.3342,0,175.4142
140.4307,701.7456,0,175.5432
139.1075,695.1652,0,208.661
139.1357,695.2664,0,208.7083
139.1944,695.6873,0,208.7915
139.2284,695.8171,0,208.8424
139.2387,695.8849,0,208.8729
139.2606,696.0261,0,208.8958
139.3242,696.1928,0,208.9912
139.3428,696.4926,0,209.0191
139.3615,696.4668,0,209.0471
139.3828,696.6365,0,209.074
139.388,696.6788,0,209.0819
139.45,696.9406,0,209.1748
139.4619,696.9525,0,209.1927
139.5429,697.3977,0,209.3266
139.5738,697.4719,0,209.3606
139.6,697.6984,0,209.3999
139.8125,698.7283,0,209.7186
139.829,698.7463,0,209.7409
139.8523,699.0471,0,209.7783
139.8591,699.0093,0,209.7885
139.9382,699.4516,0,209.8997
139.9434,699.4067,0,209.915
139.9669,699.5327,0,209.9576
140.0033,699.802,0,210.0048
140.0378,699.9262,0,210.0565
140.0397,699.816,0,210.0645
140.0839,700.0847,0,210.1257
140.1367,700.3729,0,210.205
140.1589,700.5722,0,210.2456
140.3273,701.3495,0,210.4909
140.3296,701.2245,0,210.4993
140.4254,701.7762,0,210.6454
139.2073,695.6483,0,243.6126
139.2091,695.705,0,243.6207
139.2241,695.9478,0,243.6507
139.3218,696.2371,0,243.8216
139.3516,696.3691,0,243.8601
139.3572,696.4681,0,243.8712
139.3654,696.4305,0,243.8893
139.3682,696.4443,0,243.8942
139.3696,696.5309,0,243.8966
139.3877,696.6062,0,243.9369
139.4012,696.6253,0,243.952
139.4175,696.7303,0,243.9804
139.4289,696.8361,0,244.0091
139.4416,696.8989,0,244.0227
139.5327,697.3937,0,244.182
139.5798,697.4779,0,244.2645
139.5988,697.6693,0,244.3064
139.604,697.6309,0,244.3169
139.6153,697.6952,0,244.3266
139.6526,697.9774,0,244.392
139.6641,698.0186,0,244.4119
139.7046,698.1255,0,244.4879
139.7763,698.5396,0,244.6084
139.847,698.9965,0,244.737
139.8887,699.0536,0,244.8101
140.0055,699.7578,0,245.0181
140.0476,699.9827,0,245.0745
140.0613,699.9799,0,245.1071
140.2017,700.6736,0,245.3528
140.2031,700.6731,0,245.3639
140.2357,700.9,0,245.4209
140.3098,701.1414,0,245.5419
139.2083,695.7565,0,278.4164
139.2244,695.8126,0,278.4289
139.2371,695.9005,0,278.4342
139.2414,695.9299,0,278.4825
139.2446,695.7549,0,278.4939
139.2518,695.9257,0,278.5085
139.2941,696.1224,0,278.5829
139.316,696.2399,0,278.6317
139.3211,696.2973,0,278.637
139.3007,696.1542,0,278.6512
139.347,696.4338,0,278.6987
139.3453,696.4175,0,278.7601
139.3941,696.7651,0,278.8329
139.4471,697.0226,0,278.889
139.442,696.8214,0,278.9188
139.5414,697.3817,0,279.1026
139.5537,697.403,0,279.1121
139.6792,698.0375,0,279.3982
139.7424,698.4101,0,279.4746
139.7665,698.4913,0,279.5377
139.7566,698.5211,0,279.568
139.8264,698.8939,0,279.5927
139.8999,699.0935,0,279.7147
139.8889,699.0862,0,279.7576
139.9864,699.5334,0,279.9926
140.0481,699.8901,0,280.0811
140.0407,699.8929,0,280.1062
140.0715,700.095,0,280.1379
140.0643,699.9226,0,280.1683
140.0951,700.1407,0,280.19
140.1614,700.4722,0,280.3577
140.3465,701.3409,0,280.6777
139.262,696.0648,0,313.2747
139.2222,695.7791,0,313.3304
139.2979,696.276,0,313.4399
139.3939,696.5806,0,313.7057
139.4259,696.8936,0,313.7353
139.4559,696.9071,0,313.7567
139.4664,697.0395,0,313.8502
139.5316,697.3483,0,313.9109
139.5467,697.2726,0,313.9948
139.7308,698.3443,0,314.4041
139.747,698.5054,0,314.4665
139.7766,698.541,0,314.4871
139.7826,698.5471,0,314.5006
139.8382,698.7609,0,314.6756
139.8718,698.9691,0,314.7214
139.9455,699.3932,0,314.8172
139.9089,699.2261,0,314.8347
139.9881,699.6378,0,314.9729
140.0134,699.7325,0,315.0449
140.0614,699.8686,0,315.103
140.1134,700.1353,0,315.1086
140.0643,699.9786,0,315.1494
140.1417,700.3809,0,315.2974
140.1836,700.5831,0,315.3578
140.1673,700.3896,0,315.3712
140.279,700.9716,0,315.6325
140.2888,701.1089,0,315.6496
140.3106,701.2413,0,315.6525
140.2826,701.1266,0,315.6818
140.3002,701.2305,0,315.6863
140.4383,701.8879,0,316.0561
140.4787,702.098,0,316.107
158.7846,158.9156,0,39.74879
158.7846,158.9156,0,39.74879
158.8242,158.9602,0,39.75496
158.824,158.96,0,39.75989
158.8366,158.9727,0,39.76305
158.8745,159.0106,0,39.77254
158.8921,159.0153,0,39.7757
158.9061,159.0423,0,39.78045
158.9425,159.0737,0,39.78833
158.9425,159.0737,0,39.78833
159.0438,159.1751,0,39.81367
159.0438,159.1751,0,39.81367
159.077,159.2133,0,39.82322
159.0772,159.2054,0,39.82327
159.1261,159.2575,0,39.83429
159.1452,159.2765,0,39.83905
159.1578,159.2892,0,39.84222
159.1339,159.2702,0,39.84244
159.2213,159.3527,0,39.8581
159.2594,159.3908,0,39.86764
159.552,159.6837,0,39.94089
159.6797,159.8035,0,39.97286
159.8217,159.9586,0,40.00964
159.9737,160.1057,0,40.04646
159.9929,160.125,0,40.05127
160.0217,160.1538,0,40.05849
160.0652,160.1943,0,40.07061
160.1695,160.3017,0,40.09045
160.1611,160.3063,0,40.09462
160.2016,160.3338,0,40.0985
160.3381,160.4754,0,40.13892
160.5249,160.6624,0,40.1857
158.7483,158.8842,0,119.2228
158.8082,158.9442,0,119.2678
158.8256,158.9567,0,119.2772
158.8319,158.963,0,119.2819
158.8414,158.9725,0,119.289
158.8446,158.9757,0,119.2914
158.8795,159.0106,0,119.3127
158.881,159.0092,0,119.3225
158.903,159.0391,0,119.339
158.9457,159.0769,0,119.3674
158.9298,159.0629,0,119.3678
159.0295,159.1657,0,119.434
159.0422,159.1784,0,119.4435
159.0485,159.1847,0,119.4483
159.0612,159.1974,0,119.4578
159.1136,159.245,0,119.4885
159.1894,159.3288,0,119.5504
159.2451,159.3894,0,119.5909
159.3817,159.5182,0,119.6985
159.4391,159.5756,0,119.7366
159.5074,159.639,0,119.7892
159.5615,159.7012,0,119.8249
159.7629,159.8867,0,119.976
159.9434,160.0724,0,120.1204
159.9721,160.1091,0,120.1419
160.0604,160.1925,0,120.1995
160.1404,160.2726,0,120.2646
160.2127,160.3499,0,120.3226
160.2657,160.398,0,120.3587
160.2995,160.4368,0,120.3878
160.3365,160.4688,0,120.4118
160.3493,160.4817,0,120.4215
158.8038,158.927,0,159.0095
158.8098,158.9409,0,159.0204
158.8953,159.0264,0,159.101
158.8967,159.0328,0,159.1123
158.9109,159.0421,0,159.1216
158.9111,159.0343,0,159.1218
158.9742,159.1054,0,159.185
158.9742,159.1054,0,159.185
159.0452,159.1894,0,159.261
159.0928,159.2291,0,159.3088
159.1103,159.2416,0,159.3213
159.142,159.2733,0,159.353
159.1594,159.2957,0,159.3754
159.2387,159.3751,0,159.4548
159.307,159.4385,0,159.5182
159.3547,159.4862,0,159.566
159.3849,159.5214,0,159.6012
159.3914,159.5279,0,159.6027
159.4945,159.6341,0,159.706
159.5582,159.6979,0,159.7698
159.6749,159.8116,0,159.8866
159.7689,159.9088,0,159.9758
159.7977,159.9296,0,160.0096
159.9369,160.0738,0,160.1539
160.0557,160.1848,0,160.2679
160.0568,160.197,0,160.2691
160.073,160.2052,0,160.2853
160.073,160.2052,0,160.2853
160.1647,160.3018,0,160.377
160.203,160.3403,0,160.4205
160.2146,160.3388,0,160.422
160.3059,160.4432,0,160.5235
158.8002,158.9313,0,198.7685
158.8082,158.9442,0,198.7797
158.8507,158.9898,0,198.8267
158.8491,158.9931,0,198.8309
158.8635,158.9946,0,198.8427
158.8587,158.9948,0,198.8429
158.8777,159.0138,0,198.8667
158.8918,159.0309,0,198.8781
158.9216,159.0657,0,198.9266
158.985,159.1292,0,199.001
159.0184,159.1497,0,199.0367
159.0294,159.1656,0,199.0614
159.0422,159.1784,0,199.0725
159.0578,159.202,0,199.0921
159.0851,159.2085,0,199.1201
159.0975,159.2368,0,199.1356
159.1101,159.2415,0,199.1564
159.18,159.3114,0,199.2389
159.2435,159.3749,0,199.3183
159.2579,159.3943,0,199.3376
159.4596,159.5912,0,199.5889
159.536,159.6677,0,199.6845
159.7098,159.8546,0,199.9032
159.7785,159.9104,0,199.988
159.8488,159.9808,0,200.076
159.908,160.045,0,200.1563
159.9785,160.1155,0,200.2445
160.0556,160.1926,0,200.336
160.0873,160.2324,0,200.3807
160.1499,160.2821,0,200.4578
160.2802,160.4174,0,200.6221
160.6199,160.7606,0,201.0412
158.7816,158.9127,0,238.4833
158.8179,158.9441,0,238.5304
158.8447,158.9758,0,238.5781
158.8635,158.9946,0,238.6113
158.9158,159.0519,0,238.6922
158.9522,159.0834,0,238.7395
158.9662,159.1103,0,238.768
159.0028,159.134,0,238.8155
159.0487,159.1849,0,238.8918
159.0485,159.1847,0,238.8965
159.1041,159.2354,0,238.9677
159.1374,159.2737,0,239.025
159.1499,159.2942,0,239.0438
159.3327,159.4642,0,239.3061
159.4232,159.5597,0,239.4543
159.4407,159.5723,0,239.4732
159.4534,159.585,0,239.4923
159.5298,159.6615,0,239.6071
159.592,159.7187,0,239.693
159.6143,159.751,0,239.7413
159.6143,159.751,0,239.7413
159.6254,159.7572,0,239.7507
159.6462,159.7829,0,239.7893
159.7022,159.826,0,239.866
159.8378,159.9747,0,240.0771
159.8938,160.0258,0,240.1537
159.9208,160.0578,0,240.2068
160.1313,160.2554,0,240.5054
160.2289,160.3661,0,240.6645
160.2336,160.3658,0,240.6691
160.3061,160.4434,0,240.7804
160.3574,160.4947,0,240.8625
158.744,158.88,0,278.2138
158.794,158.93,0,278.3164
158.8384,158.9695,0,278.3309
158.8396,158.9757,0,278.3516
158.8686,158.9997,0,278.4285
158.9067,159.0329,0,278.4319
158.8548,158.986,0,278.4392
158.8878,159.019,0,278.4523
159.0082,159.1394,0,278.6582
159.0876,159.211,0,278.6929
159.0537,159.1771,0,278.7032
159.0677,159.199,0,278.7824
159.1109,159.2472,0,278.8518
159.2292,159.3735,0,279.0243
159.3515,159.491,0,279.2299
159.3097,159.4461,0,279.2351
159.4077,159.5443,0,279.3222
159.4222,159.5588,0,279.3925
159.4233,159.547,0,279.4057
159.4591,159.5908,0,279.4385
159.497,159.6287,0,279.5149
159.5219,159.6535,0,279.5784
159.6505,159.7903,0,279.6639
159.6242,159.7559,0,279.7477
159.8901,160.0301,0,280.1837
160.0011,160.1331,0,280.3181
160.037,160.174,0,280.5199
160.1953,160.3325,0,280.7624
160.2514,160.3887,0,280.8156
160.337,160.4743,0,281.0056
160.3915,160.5289,0,281.0059
160.4181,160.5555,0,281.1277
158.7292,158.8553,0,317.8746
158.8104,158.9465,0,318.0818
158.8599,158.9959,0,318.1161
158.8684,158.9996,0,318.2029
158.9136,159.0527,0,318.2586
158.9035,159.0347,0,318.2632
158.9553,159.0914,0,318.3868
159.0523,159.1836,0,318.4568
159.0526,159.1888,0,318.6066
159.126,159.2543,0,318.7436
159.2313,159.3676,0,318.8299
159.2702,159.4096,0,319.0175
159.27,159.4015,0,319.0272
159.3354,159.4799,0,319.1532
159.5004,159.637,0,319.5035
159.5544,159.691,0,319.5168
159.5379,159.6696,0,319.539
159.5669,159.7116,0,319.542
159.5926,159.7293,0,319.5934
159.5848,159.7215,0,319.6227
159.6111,159.7558,0,319.6454
159.6173,159.754,0,319.6679
159.6318,159.7636,0,319.7819
159.7499,159.8738,0,319.9236
159.7621,159.8939,0,319.9629
159.8241,159.956,0,320.147
160.0485,160.1856,0,320.4463
160.0572,160.1943,0,320.5938
160.2308,160.3631,0,320.8716
160.2307,160.3629,0,320.8763
160.2596,160.3919,0,321.0345
160.3086,160.4459,0,321.0675
158.7663,158.9102,0,357.7337
158.8103,158.9463,0,357.8429
158.8368,158.9728,0,357.8629
158.8529,158.9969,0,357.9836
158.8867,159.0307,0,357.9902
158.9503,159.0815,0,358.0676
158.987,159.1182,0,358.1901
159.0539,159.1901,0,358.2873
159.0374,159.1608,0,358.3138
159.0302,159.1614,0,358.3222
159.0226,159.1618,0,358.34
159.1413,159.2776,0,358.5241
159.1978,159.3292,0,358.6103
159.1861,159.3224,0,358.6148
159.2232,159.3546,0,358.7671
159.2775,159.4089,0,358.8794
159.2784,159.4068,0,358.9176
159.4809,159.6175,0,359.1993
159.4165,159.5481,0,359.2177
159.512,159.6486,0,359.394
159.703,159.8348,0,359.7733
159.736,159.8728,0,359.8738
159.9939,160.1259,0,360.4335
160.0339,160.163,0,360.54
160.0296,160.1667,0,360.5603
160.0435,160.1707,0,360.6344
160.1229,160.2551,0,360.6992
160.1659,160.2981,0,360.8563
160.1775,160.3097,0,360.9224
160.2254,160.3626,0,361.0014
160.2352,160.3724,0,361.0184
160.3954,160.5328,0,361.3995
158.712,238.2646,0,39.73063
158.813,238.4161,0,39.7559
158.8351,238.4493,0,39.76143
158.8493,238.478,0,39.76622
158.8523,238.4904,0,39.76696
158.8967,238.5491,0,39.77808
158.9536,238.6346,0,39.79232
158.9852,238.6821,0,39.80024
159.0501,238.7721,0,39.81526
159.104,238.8529,0,39.82874
159.1578,238.9338,0,39.84222
159.1797,238.9746,0,39.85268
159.2324,239.0531,0,39.86212
159.2833,239.1296,0,39.86989
159.2687,239.1003,0,39.87497
159.2863,239.1341,0,39.87563
159.2863,239.1341,0,39.87563
159.3037,239.1607,0,39.87873
159.4054,239.3134,0,39.90419
159.4692,239.4012,0,39.92016
159.7643,239.8368,0,39.9878
159.7656,239.8542,0,39.99436
159.8329,239.9472,0,40.0112
159.8968,240.0432,0,40.02722
160.0955,240.3415,0,40.07695
160.1552,240.4305,0,40.08812
160.2093,240.5198,0,40.1117
160.2464,240.568,0,40.11473
160.2448,240.5731,0,40.11557
160.2785,240.6163,0,40.12278
160.2834,240.631,0,40.12523
160.4298,240.8434,0,40.16064
158.8065,238.4064,0,119.2678
158.854,238.4778,0,119.2985
158.9297,238.5993,0,119.3554
158.933,238.5964,0,119.3579
158.9694,238.6583,0,119.3888
158.9914,238.6913,0,119.4103
159.0343,238.7483,0,119.4339
159.0487,238.7773,0,119.4434
159.0738,238.8151,0,119.4673
159.0818,238.8196,0,119.4696
159.1135,238.8672,0,119.4933
159.126,238.894,0,119.5027
159.1261,238.8862,0,119.5029
159.1529,238.927,0,119.5193
159.1784,238.9721,0,119.5458
159.1864,238.9767,0,119.5481
159.1957,238.9987,0,119.5551
159.2195,239.0338,0,119.5817
159.3195,239.1846,0,119.6481
159.4502,239.3648,0,119.7463
159.4532,239.3773,0,119.7485
159.5615,239.5399,0,119.8298
159.5998,239.5973,0,119.8586
159.6331,239.6627,0,119.8873
159.8551,239.9886,0,120.0503
159.8552,239.9808,0,120.0504
159.9897,240.1826,0,120.1514
160.0426,240.2695,0,120.1948
160.1452,240.4236,0,120.2719
160.2738,240.6165,0,120.3684
160.2993,240.6549,0,120.3927
160.3815,240.7709,0,120.4456
158.8761,238.5109,0,159.0868
158.9267,238.5869,0,159.1375
158.933,238.5964,0,159.1438
158.9346,238.6061,0,159.1503
158.9566,238.6323,0,159.1625
158.9473,238.6251,0,159.163
158.9536,238.6346,0,159.1693
158.971,238.6454,0,159.1868
158.9725,238.6631,0,159.1883
158.9787,238.6803,0,159.1945
158.9901,238.6741,0,159.201
159.0153,238.7198,0,159.2262
159.123,238.8815,0,159.334
159.123,238.8815,0,159.334
159.142,238.91,0,159.353
159.1941,238.9957,0,159.4152
159.226,239.0436,0,159.4421
159.2752,239.1101,0,159.4865
159.3151,239.1773,0,159.5263
159.3515,239.2245,0,159.5628
159.3705,239.2532,0,159.5819
159.3976,239.3011,0,159.6139
159.4612,239.4046,0,159.6726
160.0105,240.2214,0,160.2277
160.15,240.4234,0,160.3624
160.1884,240.481,0,160.4059
160.2159,240.5297,0,160.4333
160.2401,240.5586,0,160.4476
160.2528,240.5777,0,160.4653
160.2866,240.6358,0,160.5042
160.3188,240.6841,0,160.5363
160.3559,240.7244,0,160.5686
158.8446,238.4635,0,198.819
158.8589,238.4845,0,198.8431
158.8761,238.5109,0,198.8586
158.8775,238.5204,0,198.8714
158.9016,238.5491,0,198.8854
158.9076,238.5582,0,198.9029
158.9647,238.6438,0,198.9693
158.9662,238.6536,0,198.9774
159.0677,238.7979,0,199.1044
159.0849,238.8244,0,199.1199
159.0976,238.8434,0,199.1358
159.1421,238.9023,0,199.1915
159.1436,238.9198,0,199.1994
159.1562,238.9388,0,199.2153
159.1735,238.9653,0,199.2308
159.1927,238.9862,0,199.2548
159.1945,238.9882,0,199.2631
159.2008,238.9978,0,199.2711
159.3276,239.1961,0,199.4298
159.334,239.2057,0,199.4378
159.4421,239.368,0,199.5731
159.5551,239.5303,0,199.7084
159.5631,239.5497,0,199.7246
159.6907,239.7412,0,199.8843
159.9977,240.2021,0,200.2686
159.9977,240.2021,0,200.2686
160.1019,240.3511,0,200.3928
160.1276,240.3896,0,200.4249
160.1647,240.4447,0,200.4775
160.2111,240.515,0,200.5294
160.3205,240.6793,0,200.6614
160.3622,240.7419,0,200.7186
158.761,238.3455,0,238.4598
158.7928,238.3852,0,238.5074
158.8243,238.4326,0,238.5548
158.8542,238.478,0,238.5923
158.8668,238.497,0,238.6113
158.875,238.5087,0,238.626
158.8796,238.5082,0,238.6305
158.8858,238.5254,0,238.6398
158.881,238.5257,0,238.64
158.8889,238.5302,0,238.6445
158.8969,238.5347,0,238.649
158.8968,238.5494,0,238.6637
158.9507,238.6303,0,238.7397
158.9757,238.6678,0,238.7872
158.9808,238.6828,0,238.7922
158.9901,238.6821,0,238.7965
158.9852,238.69,0,238.7965
158.9884,238.6948,0,238.8012
159.0091,238.7106,0,238.825
159.0311,238.7436,0,238.863
159.0534,238.7771,0,238.8916
159.1499,238.9293,0,239.0488
159.2452,239.0724,0,239.187
159.3451,239.215,0,239.3347
159.3677,239.2409,0,239.3636
159.5174,239.4656,0,239.5834
159.7435,239.8211,0,239.9231
160.0652,240.3034,0,240.4186
160.1788,240.4745,0,240.5868
160.1936,240.4962,0,240.6115
160.322,240.6889,0,240.8094
160.4169,240.8321,0,240.9395
158.8194,238.4332,0,278.2565
158.7972,238.4004,0,278.2587
158.8085,238.4089,0,278.3865
158.9425,238.6106,0,278.5183
158.9218,238.5795,0,278.5367
158.9876,238.6856,0,278.6307
159.0074,238.7153,0,278.6405
158.9987,238.6949,0,278.6415
159.0618,238.7897,0,278.7572
159.109,238.8679,0,278.8087
159.1899,238.9739,0,278.9467
159.2879,239.1365,0,279.0823
159.2914,239.1344,0,279.1197
159.3397,239.2143,0,279.1432
159.3551,239.23,0,279.2263
159.4908,239.4411,0,279.4578
159.4747,239.4096,0,279.4758
159.5419,239.5179,0,279.5423
159.5257,239.486,0,279.5651
